SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
CLDP0447,Central Park AQ,51.529579162597656,0.048179998993873596,,Roadside,2.0,1.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/cb9d0a18-7964-49ec-a3f3-94d2dca3b298.jpg,"I wanted to monitor AQ in this location because of the extremely busy mini roundabout. The B road that the monitor is located at, acts as a cut through for drivers. This is also a walking route to Central Park Primary School for many children and their families. I am also counting traffic at this location and current data collected during daylight hours, shows that up to 4000 vehicles pass via this route daily.",300.0,charging,32.0,3-good,OK,healthy,A4N3XXTQ,2023-03-23T12:10:41.510Z,,2023-12-14T11:28:22.870Z,0,4,19.214447021484375,0,3.4545929431915283,2,17,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"BEMIN, Community Programme, Deployed, Newham, Solar300, V2",Born Everywhere Made In Newham (BEMIN),Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0448,"Harris Primary Academy, East Dulwich",51.455326080322266,-0.07651456445455551,,Roadside,3.0,5.0,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/abf0d4d7-6398-40da-ad7a-971f8039f7f4.jpg,"The Harris Primary Academy East Dulwich school community is extremely focused on ensuring that the air we are breathing is as clean as possible. Having successfully fundraised and received grants to put air purifiers in each of our classrooms, and to have a green screen installed around our playground, we hope that being armed with the data from the Breathe London node, we will be able to push for change within the local infrastructure that will continue to improve the quality of the air that we breathe.",4800.0,charging,22.0,4-excellent,OK,healthy,AWL6CVPT,2023-03-24T20:52:46.200Z,,2023-12-14T08:39:15.787Z,0,1,10.231432914733887,0,3.3939859867095947,7,25,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Harris Primary Academy East Dulwich, Solar300, Southwark, V2",Harris Primary Academy East Dulwich,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0449,Ray Lodge Primary School - Redbridge Mums for Lungs,51.606590270996094,0.043529998511075974,,Roadside,2.0,20.0,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/183fb6c3-34b6-4b50-9e2d-156adf50c7d7.jpg,"Ray Lodge Primary School is set in the heart of Woodford Green next to Ray Park. Although it enjoys the wildlife, biodiversity and picturesque setting that this green space provides, it is also situated on a busy road which runs under the M11 situated close by. Mums for Lungs Redbridge - a grassroots organisation made up of local residents all connected by a shared concern about air quality - was keen to work with the school to monitor levels of localised pollution coming from traffic on nearby roads and how this may be affecting the outdoor play areas of the school. 
 
Our group actively campaigns throughout the London Borough of Redbridge for more air quality monitoring in outdoor play areas and gyms, whilst also supporting parents to set up School Streets and raises awareness of the risks of idling car engines and wood burning. This monitor was secured by Woodford Green resident Rachel Southern in partnership with Mums for Lungs Redbridge Coordinator Lydia Fraser-Ward. Lydia was fortunate enough to receive an air monitor in Round 1 of the Breathe London Community Programme for the children’s outdoor playground in Elmhurst Gardens, South Woodford, which is located next to the North Circular.
 
The data from this Breathe London node will be used to inform the school and local residents of levels of nitrogen dioxide and particulate matter in the area. This information will be highly valuable and will inform whether further mitigation measures are needed to reduce air pollution levels around the school, whilst raising awareness more generally with parents about air quality in the neighbourhood.
 
",300.0,charging,94.0,4-excellent,,healthy,AN7FL4FX,2023-05-26T08:34:14.993Z,,2023-12-14T08:30:20.627Z,0,3,11.801440238952637,0,3.937716484069824,7,27,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Redbridge, Solar300, V2",Mums for Lungs Redbridge ,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0450,Sidcup Medical Centre,51.42390823364258,0.10751000046730042,,Roadside,3.0,4.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/0df64838-72f0-4131-9279-b4d7515b1fa4.jpg,The Node is located on the front wall of the practice close to the entrance for patients,300.0,charging,88.0,4-excellent,,healthy,APGTVQH0,2023-04-05T08:25:58.337Z,,2023-12-14T08:47:18.433Z,0,3,11.497993469238281,0,3.821312665939331,6,31,1,0.0,0.0,0.0,,,,,,,,5.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Bexley, Deployed, Primary Care, Solar300, V2",NHS SE London CCG,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0451,Lancaster West RA,51.5131950378418,-0.21821869909763336,,Urban Background,2.4000000953674316,3.700000047683716,,0,,"The Breathe London node has been installed on the Lancaster West Estate to measure the external air quality in the area. The node sits outside Hurstway Walk, near Latimer Road station and was chosen due to the constant busy vehicle traffic, and it being a frequent route for local residents and commuters. Lancaster West Resident’s Association, working together with the LancWest Neighbourhood Team will be monitoring the external air pollution to inform our residents about the current levels of pollution present around us and create awareness campaigns to decrease our residents’ exposure to air pollution and support them with the various mitigation measures in place.",4800.0,charging,16.0,4-excellent,,needs attention,AJRG6FTW,2023-06-02T09:45:52.933Z,,2023-12-14T07:25:01.827Z,0,2,1.5980429649353027,0,3.353966236114502,7,28,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Grenfell, Kensington and Chelsea, Solar300, V2",Lancaster West Residents Association,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0452,St.Luke's Hospice,51.586692810058594,-0.3021259903907776,,Urban Background,3.5999999046325684,60.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/0cdcebf4-aec0-4587-a7b3-c00e9ef11cb9.jpg,The site is a lamppost just inside the exit gate to St.Lukes which is on Woodgrange Avenue. It is half way between the Kenton Road (A4006) and Woodcock Park. Because this road is blocked off a short way down there is very little traffic that actually uses this section of this road. The pollution readings will therefore be mainly from the Kenton Road and surrounding business and houses. We wish to know about the air pollution in the Park which is widely used for leisure activities by residents in the area. We have a water course running through the Park called the Wealdstone Brook and we are also measuring the pollution of the water on a regular basis (it was just appalling last year). Both the air pollution readings and the water pollution readings will give us an indication of the health of the Park and what we can do to improve this.,4800.0,charging,23.0,4-excellent,,healthy,A9PFPKRK,2023-05-17T07:15:31.617Z,,2023-12-14T11:17:42.233Z,0,7,19.994503021240234,0,3.407839059829712,2,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Brent, Community Programme, Deployed, Friends of Woodcock Park, Hospice, Solar300, V2",Friends of Woodcock Park,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0453,Haringey Fixers Broadwater Farm Estate,51.59550857543945,-0.08303000032901764,,Roadside,3.0,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/71a3c8e7-b844-48b8-b2b9-6255716a73bc.jpg,We chose this location to base our response to Climate Change on real and continuing evidence.,1200.0,cannot charge,30.0,4-excellent,OK,offline,A9T3NKWW,2023-04-25T16:33:03.583Z,,2023-12-01T09:42:51.513Z,0,6,20.263317108154297,0,3.442279100418091,0,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Haringey, Haringey Fixers, Solar300, V2",Haringey Fixers,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0454,Residents Action on Climate and Health,51.578433990478516,-0.1905989944934845,,Roadside,2.0,2.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/9aec10c9-1363-435a-8783-747b04fe07c8.jpg,"About the group

REACH (Residents Environmental Action on Climate and Health) is a sub group of the Hampstead Garden Suburb (HGS) Residents association with a number of key stated aims including ;
•        To support Suburb residents in preparation for environmental challenges by taking initiatives that will play a part in reducing our contribution to emissions and thus to the warming of the planet 
•        Consider actions we can take to reduce local pollution and enhance biodiversity.
•        Consult and co-operate with LB Barnet, HGS Trust, City of London, Transport for London, Environment Agency, and other relevant bodies as applicable.
•        Aim is to achieve Net Zero greenhouse gas emissions from the area by 2040 and to work with residents and relevant stakeholders to achieve this ambitious target.
Node location 

One key area of concern that REACH has identified within HGS is air quality (AQ) as the Suburb is bordered and dissected by some of London’s busiest roads, including the A40, the A1, East End Road and the Finchley Road. The lack of meaningful AQ data within the suburb means we can’t take steps to identify and address the root cause (whether it is vehicles, buildings, or wood burners), educate residents and inform change in HGS and the wider area. There is, perhaps, a preconception that there is no AQ problem in the suburb because it is indeed founded on the Garden City principles of open green spaces. However. Whilst there is an obvious impact on residents and businesses that border these roads it also creates and number of “rat runs”  Meadway is one of these roads, it is also part of the H2 bus route .",1200.0,discharging normally,23.0,4-excellent,,offline,AKG6JFQH,2023-07-07T12:50:01.220Z,,2023-12-01T08:01:43.840Z,0,1,10.307294845581055,0,3.4005277156829834,7,25,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Barnet, Community Programme, Deployed, Solar300, V2, with Host ",Residents Action on Climate and Health,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0455,Christ’s College Finchley Breathe,51.590599060058594,-0.18717169761657715,,Urban Background,2.0,186.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/1d007f5d-f696-4fee-95d2-c99b4bcbed81.jpg,,300.0,charging,90.0,4-excellent,,healthy,AT9FHYXN,2023-06-16T14:21:28.497Z,,2023-12-14T09:14:34.933Z,0,6,14.76169490814209,0,3.855945348739624,2,24,1,0.0,0.0,0.0,82.0,2.0,Measurement,,,,,12.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Barnet, Community Programme, Deployed, Solar300, V2",Christ’s College Finchley Breathe,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0456,"Rosendale Primary School, Norwood",51.44636917114258,-0.09777512401342392,,Urban Background,2.0,40.0,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/486310e5-d8e3-4827-b860-ac0f5ed5c38c.jpg,"We are hoping to show the level of air quality the children are breathing in throughout the day to demonstrate to our council why we need further intervention, such as a timed school zone around the school. We would also like to fundraise for more playground greening and brush screening, so being able to show real time data of air quality levels will be helpful for our fundraising.",300.0,charging,63.0,4-excellent,,healthy,AQ7JLRMN,2023-05-06T18:01:31.760Z,,2023-12-14T08:57:46.287Z,0,1,10.896047592163086,0,3.617750644683838,7,15,1,0.0,0.0,0.0,34.0,1.0,Measurement,,,,,6.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Lambeth, Rosendale Clean Air, Solar300, V2",Rosendale Clean Air,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0457,West Hill,51.4569091796875,-0.20085477828979492,,Roadside,1.0,2.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/e87f1fa0-2b4e-4cf5-804f-e68232bd9957.jpg,"Node located on signpost 789 on the A205/Santos Road junction (West Hill), 2.3m high, 2m from road.",,charging,70.0,4-excellent,,healthy,AHZ6LG4H,2023-04-28T19:03:51.067Z,,2023-12-14T07:24:42.907Z,0,1,2.193392276763916,0,3.655653953552246,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Durnsford Rd SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0458,Wandsworth Town,51.45701217651367,-0.19425594806671143,,Roadside,2.0999999046325684,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/c38a40c0-2363-4519-935c-f3875193d1aa.jpg,"Node located on lamp column 1 on Buckhold Road (just off the A205 South Circular), 2.1m high, 0.5m from road.",,charging,85.0,4-excellent,,healthy,AFZH4TTD,2023-04-28T19:02:30.090Z,,2023-12-14T07:15:24.637Z,0,3,0.07751085609197617,0,3.787257432937622,7,29,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Tudor Drive SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0459,Roehampton Lane,51.449668884277344,-0.23948869109153748,,Roadside,2.0999999046325684,1.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/75faf7ab-3f2f-4b2c-a528-cf82f3cb7a6c.jpg,"Node located on lamp column 2 on Medfield Road/Roehampton Lane junction, 2.1m high, 1m from road.",,charging,88.0,4-excellent,,healthy,AC8THC26,2023-04-28T19:04:05.463Z,,2023-12-14T06:58:15.900Z,0,1,2.2742016315460205,0,3.821120262145996,7,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Burlington Rd SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0460,Wandsworth Bridge,51.463623046875,-0.18639153242111206,,Roadside,2.0999999046325684,1.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/3a0a7c8b-bbab-4edf-81fc-6e012bf395ba.jpg,"Node located on lamp column on Bridgend Road/Wandsworth Bridge approximately 80m from Wandsworth Roundabout. Node is 2.1m high, 1m from road.",,charging,92.0,4-excellent,,healthy,AK1J9WNF,2023-04-28T19:04:25.957Z,,2023-12-14T07:56:39.223Z,0,1,5.701170921325684,0,3.890385389328003,7,22,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Kingston Rd SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0461,Mitcham Road,51.42551040649414,-0.16474631428718567,,Roadside,2.5,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/0956f81f-586b-4dcd-a308-25825bffdb8f.jpg,"Node located on lamp column on Mitcham Road, Tooting. Node is 2.5m high and 0.5m from road.",,charging,68.0,4-excellent,,healthy,A7NQ5D5Y,2023-04-28T19:03:39.773Z,,2023-12-14T11:40:45.333Z,0,6,18.34698486328125,0,3.6437249183654785,2,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Southey Rd SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0462,Nine Elms Lane,51.48125076293945,-0.13842827081680298,,Roadside,2.0999999046325684,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/6088731c-ee3d-4bae-9342-788a947367ff.jpg,"Node located on signpost on Cringle Street/Nine Elms Lane junction, 2.1m high, 0.5m from road.",,charging,86.0,4-excellent,,healthy,AK6H84M9,2023-04-28T19:01:41.823Z,,2023-12-14T06:45:12.883Z,0,1,1.7827496528625488,0,3.7997636795043945,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Cambridge Road SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0463,Battersea Park Rd/Queenstown Rd Junction,51.476173400878906,-0.14802326261997223,,Roadside,2.4000000953674316,2.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/332daa9a-88ce-4dc1-a960-0c01a5cc12a5.jpg,"Node located on lamp column on Battersea Park Rd/Queenstown Rd junction, 2.4m high, 2m from road.",,charging,92.0,4-excellent,,healthy,AGYP9708,2023-04-28T19:06:54.643Z,,2023-12-14T07:29:56.450Z,0,3,0.19295255839824677,0,3.8928866386413574,7,31,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Plough Lane SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0464,Bellevue Road/Trinity Road,51.44392776489258,-0.16800419986248016,,Roadside,2.4000000953674316,1.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/8fa645f0-bae1-4704-9aca-37338cb5646e.jpg,"Node located on Bellevue Road/Trinity Road junction, 2.4m high, 1m from road.",,charging,90.0,4-excellent,,healthy,AL70BB72,2023-04-28T19:08:45.823Z,,2023-12-14T08:17:06.110Z,0,1,11.672804832458496,0,3.8444011211395264,7,29,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Deburgh Road SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0465,Queenstown Road,51.47097396850586,-0.1492854803800583,,Roadside,2.4000000953674316,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/9823b400-ed3f-4aba-8df0-e238949cb5c9.jpg,"Node located on lamp column 23 on Queenstown Road, opposite St. Philip Square, 2.4m high, 0.5 from road.",,discharging normally,41.0,4-excellent,,healthy,AD38TWW5,2023-04-28T19:15:49.770Z,,2023-12-14T06:07:15.137Z,0,1,0.01154416985809803,0,3.5017316341400146,7,29,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Lake Rd SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0466,Columbia Road Primary School,51.529109954833984,-0.06989599764347076,,Roadside,3.5,2.5,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/229b66b2-45c0-4f43-b73c-6ea254c951e9.jpg,"Save Our Safer Streets (Bethnal Green) has set up this node in collaboration with Columbia Road Primary School. We’re hoping to monitor air quality by the school to better understand the trends during the school day and over longer periods in and outside of the teaching terms. Using the data, we plan to work with Columbia Road Primary’s students to talk to our borough Council. We want to show how air quality is improved when there are safer streets with fewer cars",300.0,charging,60.0,4-excellent,,healthy,AFRPTLMP,2023-05-09T16:55:45.487Z,,2023-12-14T07:24:49.997Z,0,1,0.031334176659584045,0,3.5994722843170166,7,26,1,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Save Our Safer Streets (SOSS), Solar300, Tower Hamlets, V2",Save Our Safer Streets (SOSS),Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0467,"St Matthew's Road, Brixton",51.45938491821289,-0.11582744121551514,,Urban Background,3.4000000953674316,13.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/065c4df5-542a-4d74-b329-2fc629c5d9bf.jpg,"The Brixton Central air quality monitor is located near to Windrush Square, at the heart of Brixton. It is also by the A23, one of the most polluted roads in Lambeth. We want to use data from the monitor to raise awareness of air quality and find ways of improving the environment for everyone.",300.0,charging,62.0,4-excellent,,healthy,A4KGRMYQ,2023-10-13T00:00:00.000Z,,2023-12-14T11:22:43.427Z,0,8,19.224342346191406,0,3.611786127090454,2,27,1,0.0,0.0,0.0,77.0,2.0,Measurement,,,,,7.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Brixton Central, Community Programme, Deployed, Lambeth, Solar300, V2",Brixton Central,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0468,"Florence Road, Lewisham",51.473140716552734,-0.030538424849510193,,Roadside,2.5,1.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/14e47bfc-588a-4811-a650-15d5c200bf1a.jpg,"Florence Road Residents' Group initially developed as a WhatsApp group in 2019 and formalised as a constituted community group in 2021 as a positive response to the Covid-19 pandemic to support residents on the street.
 
Our key aims are to promote, protect and enhance the quality of life and wellbeing for all those who live along Florence Road.
 
Florence Road in New Cross is a residential street but also a busy ‘B’ road with high traffic / pollution levels. Florence Road is the only two-way cut through road in the area that connects two heavily congested A-roads. 
 
We hope the data obtained from our Breathe London node will support our work with Lewisham Council and other local authorities, resulting in more traffic-reducing measures being implemented on our road to improve our health.",300.0,charging,83.0,4-excellent,,healthy,ACPXC6RP,2023-06-09T09:30:00.000Z,,2023-12-14T07:19:00.450Z,0,2,3.009730100631714,0,3.7651309967041016,7,29,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Florence Road Residents' Group, Lewisham, Solar300, V2",Florence Road Residents' Group,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0469,"Ashmead School, SE8",51.4687385559082,-0.026014868170022964,,Roadside,1.7999999523162842,10.0,School,0,https://upload-service-uploads-prd.s3.amazonaws.com/506de342-0ac1-4a23-8075-76b34658fc27.jpg,"Ashmead Primary School, Lewisham College (with pupils aged 14+), two nurseries, a health centre and residential housing are all situated along this section of the A20 Lewisham Way, a heavily congested red route.  There are also commercial restaurants and light industry close by.  We want to monitor air pollution and work with the school, college and other groups to build support for local changes to improve air quality. ",1200.0,charging,90.0,4-excellent,,healthy,AXLVRPML,2023-06-28T09:26:32.100Z,,2023-12-14T09:36:49.087Z,0,7,12.965752601623535,0,3.8444011211395264,2,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Lewisham, Lewisham Climate Action, Solar300, V2",Climate Action Lewisham,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0470,Hounslow High Street,51.46819305419922,-0.3661389946937561,,Roadside,3.0,1.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/8e7dd154-abec-447d-9642-0921b5052125.jpg,,300.0,charging,67.0,4-excellent,OK,healthy,A9MTPKNG,2023-07-14T09:14:35.790Z,,2023-12-14T12:17:22.770Z,0,6,14.855697631835938,0,3.640454053878784,2,31,1,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Hounslow, Hounslow Borough Respiratory Support Group, Solar300, V2, with Host ",Hounslow Borough Respiratory Support Group,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0471,Putney Disraeli Road,51.46165084838867,-0.2164643257856369,,Roadside,2.4000000953674316,2.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/3e06d997-0bf1-49e0-9f84-dc9a090a4fa6.jpg,"Node located on lamp column on Disraeli Road and Putney High Street junction, 2.4m high, 2m from road",,charging,69.0,4-excellent,,healthy,ANK1W6Y5,2023-05-11T09:52:15.930Z,,2023-12-14T08:20:04.143Z,0,2,9.718542098999023,0,3.6525754928588867,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Burlington Road/Belmont Avenue, Ex SLP-Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0472,Putney Weimar Street,51.46540832519531,-0.21463043987751007,,Roadside,2.4000000953674316,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/e4a4866e-eb4f-418f-8846-16f44dd0da98.jpg,"Node located on lamp column 1 on Weimar Street, 2.4m high, 0.5m from road",,charging,84.0,4-excellent,,healthy,AL3N7T4H,2023-05-11T09:49:56.117Z,,2023-12-14T07:48:40.757Z,0,3,3.8639986515045166,0,3.7697486877441406,7,28,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Ex Church Rd, Ex SLP Merton, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0473,Putney High Street,51.46110153198242,-0.21683290600776672,,Roadside,2.4000000953674316,0.5,,0,https://upload-service-uploads-prd.s3.amazonaws.com/87f9a831-712c-400a-8f58-94a7f7f7eed6.jpg,"Node located on lamp column outside Putney Rail Station, 2.4m high, 0.5m from road",,charging,88.0,4-excellent,,healthy,AN9GCJ62,2023-05-12T10:51:10.837Z,,2023-12-14T08:19:37.780Z,0,2,10.208344459533691,0,3.8295860290527344,7,31,4,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,Wandsworth,Solar,Y,"Deployed, Ex SLP Merton, Ex-Parkside, Redeployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0474,Offord Road Green Alliance,51.543922424316406,-0.11017294228076935,,Roadside,2.0,0.10000000149011612,,0,https://upload-service-uploads-prd.s3.amazonaws.com/01f40e39-50f2-41d8-9532-7a1027a68506.jpg,"Offord Road is a local, narrow Victorian street blighted by cut-through traffic (much of which is commercial traffic).  The street is densley populated, with many young children and older residents.  It's also a popular walking and cycling route which many pass through.  The air in Islington is toxic, with traffic fumes the leading source of dirty air. More must be done to tackle this silent killer and this includes reducing the amount of pollution from vehicles.",,charging,23.0,3-good,OK,healthy,A4HCPRQ9,2023-06-07T14:15:15.163Z,,2023-12-14T10:54:46.797Z,0,10,18.112802505493164,0,3.402644157409668,2,18,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y2,Solar,Y,"Deployed, Islington, Solar300, V2",Offord Road Green Alliance,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0475,National Gallery,51.50864028930664,-0.12798836827278137,,Urban Background,2.0,40.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/a0c3ddcc-9cc8-45b9-ab62-7a381c240ff2.jpg,,,charging,70.0,4-excellent,OK,healthy,A4QJ7YYX,2023-06-20T13:11:04.033Z,,2023-12-14T11:27:55.343Z,0,8,19.986257553100586,0,3.661041259765625,2,31,1,0.0,0.0,0.0,54.0,1.0,Measurement,,,,,11.0,1.0,Measurement,,,,1,Cultural Centres,Solar,N,"Cultural Centre, Deployed, Solar300, V2, Westminster",,,Dec 14 2023  3:00PM
CLDP0476,Weymouth Avenue - Little Ealing Lane,51.49789810180664,-0.30845800042152405,,Roadside,1.7000000476837158,1.0,,0,https://upload-service-uploads-prd.s3.amazonaws.com/53838912-ea3c-4a93-bf20-7a9a673200f7.jpg,"We are concerned about the effect that congested and polluted roads have on our air quality, our health, and our planet. We hope to use the results of the Breathe London sensor as a talking point in future Ealing Transition and Mums for Lungs events, and as a way to promote discussion in local schools and community organisations about the benefits of practical solutions like active travel. Our sensor is located in South Ealing near three of the local schools. We hope that the data from the sensor will be helpful for Ealing Council in determining its response to air quality issues in the borough, and will encourage a shift to more sustainable, less polluting modes of travel.",,charging,81.0,4-excellent,OK,healthy,APV9CV9L,2023-06-26T23:37:03.537Z,,2023-12-14T08:51:23.733Z,0,3,11.242372512817383,0,3.739926338195801,7,30,1,0.0,0.0,0.0,,,,,,,,10.0,1.0,Measurement,,,,1,Community Programme Y2,Solar,Y,"Community Programme, Deployed, Ealing, Solar300, V2",Ealing Transition and Ealing Mums for Lungs,Bloomberg Philanthropies,Dec 14 2023  3:00PM
